           location        date  total_cases  new_cases
        Netherlands  2020-04-24        35729        887
             Israel  2020-04-24        14882        290
               Oman  2020-04-24         1716        102
        Switzerland  2020-04-24        28414        228
           Cambodia  2020-04-24          122          0
            Bahrain  2020-04-24         2217        210
            Algeria  2020-04-24         3007         97
             Russia  2020-04-24        62773       4774
              Spain  2020-04-24       205763       2114
             Taiwan  2020-04-24          427          1
            Georgia  2020-04-24          425          9
             Brazil  2020-04-24        49492       3735
        Philippines  2020-04-24         6981        271
              Egypt  2020-04-24         3659        169
          Macedonia  2020-04-24         1300         41
           Thailand  2020-04-24         2839          0
              China  2020-04-24        83884          8
 UnitedArabEmirates  2020-04-24         8756        518
             Kuwait  2020-04-24         2399        151
             France  2020-04-24       120804       1653
          Lithuania  2020-04-24         1410         12
            Finland  2020-04-24         4284        155
           Pakistan  2020-04-24        11155       1406
             Greece  2020-04-24         2463         55
          Singapore  2020-04-24        11178       1037
            Lebanon  2020-04-24          688          6
              Japan  2020-04-24        12240        468
              Nepal  2020-04-24           48          3
            Germany  2020-04-24       150383       2337
               Iran  2020-04-24        87026       1030
            Austria  2020-04-24        14985         61
             Norway  2020-04-24         7345         95
           Malaysia  2020-04-24         5603         71
            Denmark  2020-04-24         8073        161
              India  2020-04-24        23077       1684
            Croatia  2020-04-24         1981         31
          Australia  2020-04-24         6667         13
              Italy  2020-04-24       189973       2646
      UnitedKingdom  2020-04-24       138078       4583
             Sweden  2020-04-24        16755        751
              China  2020-04-25        83899         15
           Pakistan  2020-04-25        11940        785
             France  2020-04-25       122577       1773
             Israel  2020-04-25        15058        176
          Macedonia  2020-04-25         1326         26
           SriLanka  2020-04-25          420         52
            Romania  2020-04-25        10417        321
              Egypt  2020-04-25         4092        433
              Nepal  2020-04-25           49          1
              Japan  2020-04-25        12892        652
             Greece  2020-04-25         2490         27
          Australia  2020-04-25         6687         20
            Georgia  2020-04-25          444         19
            Germany  2020-04-25       152438       2055
              Italy  2020-04-25       192994       3021
             Taiwan  2020-04-25          428          1
        Netherlands  2020-04-25        36535        806
          SanMarino  2020-04-25          513         12
             Canada  2020-04-25        43877       1778
         SouthKorea  2020-04-25        10718         10
               Iran  2020-04-25        88194       1168
            Belgium  2020-04-25        44293       1496
        Afghanistan  2020-04-25         1351         70
             Russia  2020-04-25        68622       5849
               Oman  2020-04-25         1790         74
        Switzerland  2020-04-25        28595        181
            Algeria  2020-04-25         3127        120
              India  2020-04-25        24506       1429
          Lithuania  2020-04-25         1410          0
            Lebanon  2020-04-25          696          8
             Brazil  2020-04-25        52995       3503
      UnitedKingdom  2020-04-25       143464       5386
 UnitedArabEmirates  2020-04-25         9281        525
             Norway  2020-04-25         7408         63
            Denmark  2020-04-25         8210        137
            Austria  2020-04-25        15068         83
          Singapore  2020-04-25        12075        897
           Thailand  2020-04-25         2854         15
               Iraq  2020-04-25         1708         31
             Sweden  2020-04-25        17567        812
           Malaysia  2020-04-25         5691         88
            Bahrain  2020-04-25         2518        301
            Croatia  2020-04-25         2009         28
       UnitedStates  2020-04-25       890524      21352
            Vietnam  2020-04-25          270          0
            Finland  2020-04-25         4395        111
           Cambodia  2020-04-25          122          0
        Philippines  2020-04-25         7192        211
              Spain  2020-04-25       208269       2506
             Kuwait  2020-04-25         2614        215
        Afghanistan  2020-04-26         1463        112
             Canada  2020-04-26        45341       1464
       UnitedStates  2020-04-26       939053      48529
            Belgium  2020-04-26        45325       1032
            Vietnam  2020-04-26          270          0
              India  2020-04-26        26496       1990
          SanMarino  2020-04-26          513          0
            Bahrain  2020-04-26         2589         71
             Norway  2020-04-26         7467         59
             Kuwait  2020-04-26         2892        278
            Algeria  2020-04-26         3256        129
             Russia  2020-04-26        74588       5966
         SouthKorea  2020-04-26        10728         10
              Japan  2020-04-26        13182        290
          Lithuania  2020-04-26         1426         16
            Germany  2020-04-26       154175       1737
              Italy  2020-04-26       195351       2357
            Lebanon  2020-04-26          704          8
        Philippines  2020-04-26         7294        102
            Georgia  2020-04-26          456         12
           Malaysia  2020-04-26         5742         51
             Sweden  2020-04-26        18177        610
            Croatia  2020-04-26         2016          7
              Egypt  2020-04-26         4319        227
          Australia  2020-04-26         6703         16
 UnitedArabEmirates  2020-04-26         9813        532
            Austria  2020-04-26        15134         66
      UnitedKingdom  2020-04-26       148377       4913
           Cambodia  2020-04-26          122          0
            Denmark  2020-04-26         8445        235
              Nepal  2020-04-26           49          0
               Oman  2020-04-26         1905        115
             Brazil  2020-04-26        58509       5514
          Singapore  2020-04-26        12693        618
               Iran  2020-04-26        89328       1134
             Greece  2020-04-26         2506         16
        Switzerland  2020-04-26        28811        216
             Israel  2020-04-26        15298        240
           Pakistan  2020-04-26        12723        783
             France  2020-04-26       124114       1537
            Finland  2020-04-26         4475         80
             Taiwan  2020-04-26          429          1
            Romania  2020-04-26        10635        218
              Spain  2020-04-26       209910       1641
        Netherlands  2020-04-26        37190        655
           SriLanka  2020-04-26          462         42
              China  2020-04-26        83909         10
               Iraq  2020-04-26         1763         55
          Macedonia  2020-04-26         1367         41
           Thailand  2020-04-26         2922         68
           Malaysia  2020-04-27         5780         38
 UnitedArabEmirates  2020-04-27        10349        536
            Finland  2020-04-27         4576        101
             Norway  2020-04-27         7505         38
            Austria  2020-04-27        15189         55
           SriLanka  2020-04-27          523         61
             France  2020-04-27       124575        461
            Denmark  2020-04-27         8575        130
              China  2020-04-27        83912          3
        Philippines  2020-04-27         7579        285
            Georgia  2020-04-27          486         30
             Taiwan  2020-04-27          429          0
           Cambodia  2020-04-27          122          0
            Germany  2020-04-27       155193       1018
            Croatia  2020-04-27         2030         14
           Thailand  2020-04-27         2922          0
           Pakistan  2020-04-27        13328        605
            Lebanon  2020-04-27          707          3
              Italy  2020-04-27       197675       2324
          Lithuania  2020-04-27         1438         12
               Iraq  2020-04-27         1820         57
          Singapore  2020-04-27        13624        931
             Brazil  2020-04-27        61888       3379
      UnitedKingdom  2020-04-27       152840       4463
             Sweden  2020-04-27        18640        463
              Egypt  2020-04-27         4319          0
             Israel  2020-04-27        15398        100
               Iran  2020-04-27        90481       1153
             Russia  2020-04-27        80949       6361
        Switzerland  2020-04-27        28978        167
              Spain  2020-04-27       211570       1660
         SouthKorea  2020-04-27        10738         10
            Algeria  2020-04-27         3382        126
              Japan  2020-04-27        13385        203
          SanMarino  2020-04-27          538         25
               Oman  2020-04-27         1998         93
             Kuwait  2020-04-27         3075        183
            Bahrain  2020-04-27         2647         58
        Netherlands  2020-04-27        37845        655
          Macedonia  2020-04-27         1386         19
          Australia  2020-04-27         6713         10
             Greece  2020-04-27         2506          0
             Canada  2020-04-27        46884       1543
            Vietnam  2020-04-27          270          0
       UnitedStates  2020-04-27       965910      26857
            Romania  2020-04-27        11036        401
        Afghanistan  2020-04-27         1531         68
              Nepal  2020-04-27           52          3
              India  2020-04-27        27892       1396
            Belgium  2020-04-27        46134        809
            Croatia  2020-04-28         2039          9
          Australia  2020-04-28         6725         12
             Greece  2020-04-28         2534         28
             Kuwait  2020-04-28         3288        213
              China  2020-04-28        83938         26
          Macedonia  2020-04-28         1399         13
              Japan  2020-04-28        13576        191
            Georgia  2020-04-28          497         11
        Philippines  2020-04-28         7777        198
           Malaysia  2020-04-28         5820         40
              Nepal  2020-04-28           52          0
              Spain  2020-04-28       213095       1525
               Iran  2020-04-28        91472        991
            Romania  2020-04-28        11339        303
            Finland  2020-04-28         4695        119
             Sweden  2020-04-28        18926        286
           Cambodia  2020-04-28          122          0
          SanMarino  2020-04-28          538          0
          Lithuania  2020-04-28         1449         11
        Afghanistan  2020-04-28         1703        172
             Canada  2020-04-28        48489       1605
            Belgium  2020-04-28        46687        553
       UnitedStates  2020-04-28       988451      22541
             Norway  2020-04-28         7533         28
              India  2020-04-28        29435       1543
            Vietnam  2020-04-28          270          0
           SriLanka  2020-04-28          588         65
        Netherlands  2020-04-28        38245        400
            Bahrain  2020-04-28         2723         76
               Oman  2020-04-28         2049         51
         SouthKorea  2020-04-28        10752         14
        Switzerland  2020-04-28        29081        103
             Russia  2020-04-28        87147       6198
            Algeria  2020-04-28         3517        135
              Italy  2020-04-28       199414       1739
           Thailand  2020-04-28         2938         16
          Singapore  2020-04-28        14423        799
             Brazil  2020-04-28        66501       4613
             Israel  2020-04-28        15466         68
      UnitedKingdom  2020-04-28       157149       4309
           Pakistan  2020-04-28        14079        751
            Germany  2020-04-28       156337       1144
             Taiwan  2020-04-28          429          0
            Lebanon  2020-04-28          710          3
              Egypt  2020-04-28         4782        463
            Denmark  2020-04-28         8698        123
            Austria  2020-04-28        15256         67
             France  2020-04-28       125770       1195
               Iraq  2020-04-28         1847         27
 UnitedArabEmirates  2020-04-28        10839        490
              Italy  2020-04-29       201505       2091
        Netherlands  2020-04-29        38416        171
         SouthKorea  2020-04-29        10761          9
             Canada  2020-04-29        50015       1526
            Austria  2020-04-29        15314         58
        Philippines  2020-04-29         7958        181
              Nepal  2020-04-29           54          2
             Taiwan  2020-04-29          429          0
            Denmark  2020-04-29         8851        153
             Kuwait  2020-04-29         3440        152
               Iran  2020-04-29        92584       1112
            Germany  2020-04-29       157641       1304
          SanMarino  2020-04-29          553         15
              Japan  2020-04-29        13852        276
        Switzerland  2020-04-29        29181        100
             Russia  2020-04-29        93558       6411
            Bahrain  2020-04-29         2811         88
               Oman  2020-04-29         2131         82
            Belgium  2020-04-29        47334        647
              Egypt  2020-04-29         5042        260
            Algeria  2020-04-29         3649        132
              India  2020-04-29        31332       1897
            Vietnam  2020-04-29          270          0
             Greece  2020-04-29         2534          0
       UnitedStates  2020-04-29      1012583      24132
        Afghanistan  2020-04-29         1827        124
             Norway  2020-04-29         7605         72
               Iraq  2020-04-29         1847          0
           Pakistan  2020-04-29        14885        806
          Macedonia  2020-04-29         1421         22
              Spain  2020-04-29       213942        847
           Thailand  2020-04-29         2938          0
              China  2020-04-29        83940          2
            Romania  2020-04-29        11616        277
            Finland  2020-04-29         4740         45
             Israel  2020-04-29        15589        123
           SriLanka  2020-04-29          619         31
             France  2020-04-29       126835       1065
            Lebanon  2020-04-29          717          7
          Lithuania  2020-04-29         1344       -105
           Malaysia  2020-04-29         5851         31
           Cambodia  2020-04-29          122          0
             Sweden  2020-04-29        19621        695
            Croatia  2020-04-29         2047          8
 UnitedArabEmirates  2020-04-29        11380        541
            Georgia  2020-04-29          511         14
          Australia  2020-04-29         6738         13
          Singapore  2020-04-29        14951        528
             Brazil  2020-04-29        71886       5385
      UnitedKingdom  2020-04-29       161145       3996
          SanMarino  2020-04-30          563         10
        Philippines  2020-04-30         8212        254
            Romania  2020-04-30        11978        362
          Australia  2020-04-30         6746          8
            Finland  2020-04-30         4906        166
              China  2020-04-30        83944          4
           Pakistan  2020-04-30        15759        874
             France  2020-04-30       128442       1607
            Georgia  2020-04-30          517          6
          Singapore  2020-04-30        15641        690
           SriLanka  2020-04-30          649         30
            Belgium  2020-04-30        47859        525
        Afghanistan  2020-04-30         1949        122
            Vietnam  2020-04-30          270          0
            Germany  2020-04-30       159119       1478
             Norway  2020-04-30         7667         62
            Denmark  2020-04-30         9008        157
              Egypt  2020-04-30         5268        226
            Austria  2020-04-30        15364         50
               Oman  2020-04-30         2274        143
              Spain  2020-04-30       215183       1241
            Bahrain  2020-04-30         2921        110
         SouthKorea  2020-04-30        10765          4
            Croatia  2020-04-30         2062         15
             Russia  2020-04-30        99399       5841
        Switzerland  2020-04-30        29324        143
             Sweden  2020-04-30        20302        681
      UnitedKingdom  2020-04-30       165221       4076
            Lebanon  2020-04-30          721          4
               Iran  2020-04-30        93657       1073
               Iraq  2020-04-30         2003        156
        Netherlands  2020-04-30        38802        386
 UnitedArabEmirates  2020-04-30        11929        549
              India  2020-04-30        33050       1718
             Greece  2020-04-30         2576         42
              Nepal  2020-04-30           57          3
             Brazil  2020-04-30        78162       6276
            Algeria  2020-04-30         3848        199
           Malaysia  2020-04-30         5945         94
       UnitedStates  2020-04-30      1039909      27326
             Israel  2020-04-30        15834        245
             Canada  2020-04-30        51587       1572
          Macedonia  2020-04-30         1442         21
          Lithuania  2020-04-30         1375         31
              Japan  2020-04-30        14088        236
             Kuwait  2020-04-30         3740        300
           Cambodia  2020-04-30          122          0
             Taiwan  2020-04-30          429          0
           Thailand  2020-04-30         2954         16
              Italy  2020-04-30       203591       2086
          Macedonia  2020-05-01         1465         23
               Oman  2020-05-01         2348         74
       UnitedStates  2020-05-01      1069826      29917
              Italy  2020-05-01       205463       1872
            Romania  2020-05-01        12240        262
              Japan  2020-05-01        14281        193
             Norway  2020-05-01         7710         43
            Bahrain  2020-05-01         3040        119
          Australia  2020-05-01         6762         16
              Nepal  2020-05-01           57          0
              Egypt  2020-05-01         5537        269
            Algeria  2020-05-01         4006        158
             Greece  2020-05-01         2591         15
            Belgium  2020-05-01        48519        660
             Brazil  2020-05-01        85380       7218
        Switzerland  2020-05-01        29503        179
              India  2020-05-01        35043       1993
 UnitedArabEmirates  2020-05-01        12481        552
             Russia  2020-05-01       106498       7099
             Sweden  2020-05-01        21092        790
            Finland  2020-05-01         4995         89
            Vietnam  2020-05-01          270          0
           Thailand  2020-05-01         2960          6
            Georgia  2020-05-01          539         22
         SouthKorea  2020-05-01        10774          9
             France  2020-05-01       129581       1139
           Malaysia  2020-05-01         6002         57
              China  2020-05-01        83956         12
        Philippines  2020-05-01         8488        276
        Afghanistan  2020-05-01         2171        222
           Pakistan  2020-05-01        16817       1058
          SanMarino  2020-05-01          569          6
             Canada  2020-05-01        53236       1649
              Spain  2020-05-01       216570       1387
             Israel  2020-05-01        15946        112
        Netherlands  2020-05-01        39316        514
           Cambodia  2020-05-01          122          0
               Iraq  2020-05-01         2085         82
      UnitedKingdom  2020-05-01       171253       6032
            Lebanon  2020-05-01          725          4
          Lithuania  2020-05-01         1385         10
               Iran  2020-05-01        94640        983
           SriLanka  2020-05-01          665         16
             Taiwan  2020-05-01          429          0
            Austria  2020-05-01        15424         60
            Germany  2020-05-01       159119          0
             Kuwait  2020-05-01         4024        284
          Singapore  2020-05-01        16169        528
            Croatia  2020-05-01         2076         14
            Denmark  2020-05-01         9158        150
            Belgium  2020-05-02        49032        513
             Norway  2020-05-02         7759         49
             Sweden  2020-05-02        21520        428
          Singapore  2020-05-02        17101        932
      UnitedKingdom  2020-05-02       177454       6201
              Italy  2020-05-02       207428       1965
        Afghanistan  2020-05-02         2335        164
        Switzerland  2020-05-02        29622        119
        Philippines  2020-05-02         8772        284
            Lebanon  2020-05-02          729          4
            Croatia  2020-05-02         2085          9
            Denmark  2020-05-02         9311        153
               Iraq  2020-05-02         2153         68
            Finland  2020-05-02         5051         56
             Kuwait  2020-05-02         4377        353
          Australia  2020-05-02         6767          5
        Netherlands  2020-05-02        39791        475
           Cambodia  2020-05-02          122          0
              China  2020-05-02        83959          3
            Austria  2020-05-02        15458         34
           Pakistan  2020-05-02        18114       1297
             Taiwan  2020-05-02          429          0
           Thailand  2020-05-02         2960          0
             France  2020-05-02       130185        604
            Vietnam  2020-05-02          270          0
               Oman  2020-05-02         2447         99
              Japan  2020-05-02        14544        263
              Spain  2020-05-02       217804       1234
          Lithuania  2020-05-02         1399         14
            Germany  2020-05-02       161703       2584
            Bahrain  2020-05-02         3170        130
              India  2020-05-02        37336       2293
       UnitedStates  2020-05-02      1103781      33955
          SanMarino  2020-05-02          580         11
 UnitedArabEmirates  2020-05-02        13038        557
             Greece  2020-05-02         2591          0
              Nepal  2020-05-02           59          2
            Georgia  2020-05-02          582         43
             Israel  2020-05-02        16101        155
          Macedonia  2020-05-02         1494         29
            Romania  2020-05-02        12567        327
           SriLanka  2020-05-02          690         25
             Russia  2020-05-02       114431       7933
             Canada  2020-05-02        55061       1825
             Brazil  2020-05-02        91589       6209
               Iran  2020-05-02        95646       1006
           Malaysia  2020-05-02         6071         69
         SouthKorea  2020-05-02        10780          6
              Egypt  2020-05-02         5895        358
            Algeria  2020-05-02         4154        148
              Japan  2020-05-03        14839        295
            Denmark  2020-05-03         9407         96
          Lithuania  2020-05-03         1406          7
           Pakistan  2020-05-03        19103        989
             Norway  2020-05-03         7759          0
             Israel  2020-05-03        16185         84
              China  2020-05-03        83961          2
            Croatia  2020-05-03         2088          3
            Belgium  2020-05-03        49517        485
              India  2020-05-03        39980       2644
            Algeria  2020-05-03         4295        141
             Kuwait  2020-05-03         4619        242
              Egypt  2020-05-03         6193        298
               Oman  2020-05-03         2483         36
             Brazil  2020-05-03        96559       4970
             Russia  2020-05-03       124054       9623
             France  2020-05-03       130979        794
        Switzerland  2020-05-03        29734        112
            Austria  2020-05-03        15470         12
          Singapore  2020-05-03        17548        447
          Australia  2020-05-03         6783         16
       UnitedStates  2020-05-03      1133069      29288
           Malaysia  2020-05-03         6176        105
             Sweden  2020-05-03        22082        562
               Iran  2020-05-03        96448        802
        Afghanistan  2020-05-03         2469        134
      UnitedKingdom  2020-05-03       182260       4806
           SriLanka  2020-05-03          705         15
            Lebanon  2020-05-03          733          4
        Philippines  2020-05-03         8928        156
            Romania  2020-05-03        12732        165
           Thailand  2020-05-03         2966          6
          Macedonia  2020-05-03         1506         12
           Cambodia  2020-05-03          122          0
            Finland  2020-05-03         5179        128
              Spain  2020-05-03       218739        935
 UnitedArabEmirates  2020-05-03        13599        561
               Iraq  2020-05-03         2219         66
            Bahrain  2020-05-03         3284        114
            Vietnam  2020-05-03          270          0
          SanMarino  2020-05-03          580          0
             Canada  2020-05-03        56714       1653
        Netherlands  2020-05-03        40236        445
             Greece  2020-05-03         2620         29
              Nepal  2020-05-03           59          0
             Taiwan  2020-05-03          432          3
            Georgia  2020-05-03          582          0
         SouthKorea  2020-05-03        10793         13
            Germany  2020-05-03       162496        793
              Italy  2020-05-03       209328       1900
               Oman  2020-05-04         2568         85
             Greece  2020-05-04         2626          6
              Nepal  2020-05-04           75         16
              India  2020-05-04        42533       2553
            Germany  2020-05-04       163175        679
              Egypt  2020-05-04         6465        272
            Algeria  2020-05-04         4474        179
            Belgium  2020-05-04        49906        389
             Sweden  2020-05-04        22317        235
              China  2020-05-04        83964          3
          Lithuania  2020-05-04         1410          4
             Brazil  2020-05-04       101147       4588
            Finland  2020-05-04         5254         75
            Bahrain  2020-05-04         3383         99
 UnitedArabEmirates  2020-05-04        14163        564
            Georgia  2020-05-04          589          7
             France  2020-05-04       131287        308
           Pakistan  2020-05-04        20186       1083
       UnitedStates  2020-05-04      1158041      24972
        Afghanistan  2020-05-04         2704        235
         SouthKorea  2020-05-04        10801          8
           Malaysia  2020-05-04         6298        122
             Russia  2020-05-04       134687      10633
        Philippines  2020-05-04         9223        295
             Israel  2020-05-04        16208         23
            Romania  2020-05-04        13163        431
          Australia  2020-05-04         6801         18
          Macedonia  2020-05-04         1511          5
            Austria  2020-05-04        15538         68
             Kuwait  2020-05-04         4983        364
            Vietnam  2020-05-04          271          1
            Lebanon  2020-05-04          737          4
               Iraq  2020-05-04         2296         77
      UnitedKingdom  2020-05-04       186599       4339
              Japan  2020-05-04        15057        218
        Netherlands  2020-05-04        40571        335
           Cambodia  2020-05-04          122          0
              Spain  2020-05-04       219205        466
            Denmark  2020-05-04         9523        116
        Switzerland  2020-05-04        29822         88
           SriLanka  2020-05-04          718         13
           Thailand  2020-05-04         2969          3
          SanMarino  2020-05-04          582          2
             Norway  2020-05-04         7809         50
             Canada  2020-05-04        59474       2760
              Italy  2020-05-04       210717       1389
            Croatia  2020-05-04         2096          8
          Singapore  2020-05-04        18205        657
               Iran  2020-05-04        97424        976
             Taiwan  2020-05-04          436          4
        Afghanistan  2020-05-05         2894        190
           Thailand  2020-05-05         2987         18
              Italy  2020-05-05       211938       1221
             Sweden  2020-05-05        22721        404
        Philippines  2020-05-05         9485        262
            Vietnam  2020-05-05          271          0
            Lebanon  2020-05-05          740          3
      UnitedKingdom  2020-05-05       190584       3985
           SriLanka  2020-05-05          755         37
               Iran  2020-05-05        98647       1223
             Taiwan  2020-05-05          438          2
          SanMarino  2020-05-05          582          0
             Canada  2020-05-05        60772       1298
            Croatia  2020-05-05         2101          5
          Singapore  2020-05-05        18778        573
             Kuwait  2020-05-05         5278        295
            Austria  2020-05-05        15569         31
            Denmark  2020-05-05         9670        147
        Netherlands  2020-05-05        40770        199
           Cambodia  2020-05-05          122          0
              Spain  2020-05-05       220244       1039
               Iraq  2020-05-05         2346         50
          Macedonia  2020-05-05         1518          7
            Romania  2020-05-05        13512        349
            Bahrain  2020-05-05         3533        150
 UnitedArabEmirates  2020-05-05        14730        567
            Georgia  2020-05-05          593          4
           Malaysia  2020-05-05         6353         55
       UnitedStates  2020-05-05      1180634      22593
         SouthKorea  2020-05-05        10804          3
            Germany  2020-05-05       163860        685
          Lithuania  2020-05-05         1419          9
             Israel  2020-05-05        16246         38
            Algeria  2020-05-05         4648        174
              Egypt  2020-05-05         6813        348
              Nepal  2020-05-05           82          7
             Greece  2020-05-05         2632          6
              India  2020-05-05        46433       3900
             Russia  2020-05-05       145268      10581
             Brazil  2020-05-05       107780       6633
            Finland  2020-05-05         5327         73
              Japan  2020-05-05        15231        174
          Australia  2020-05-05         6825         24
               Oman  2020-05-05         2637         69
             France  2020-05-05       131863        576
           Pakistan  2020-05-05        21501       1315
        Switzerland  2020-05-05        29898         76
            Belgium  2020-05-05        50267        361
             Norway  2020-05-05         7847         38
              China  2020-05-05        83966          2
               Iran  2020-05-06        99970       1323
              China  2020-05-06        83968          2
             France  2020-05-06       132967       1104
             Russia  2020-05-06       155370      10102
            Georgia  2020-05-06          604         11
              Italy  2020-05-06       213013       1075
           Pakistan  2020-05-06        22550       1049
         SouthKorea  2020-05-06        10806          2
               Iraq  2020-05-06         2431         85
      UnitedKingdom  2020-05-06       194990       4406
        Afghanistan  2020-05-06         3224        330
              Nepal  2020-05-06           82          0
       UnitedStates  2020-05-06      1204475      23841
              Egypt  2020-05-06         7201        388
        Switzerland  2020-05-06        29926         28
              India  2020-05-06        49391       2958
            Lebanon  2020-05-06          741          1
            Vietnam  2020-05-06          271          0
          Lithuania  2020-05-06         1423          4
           Malaysia  2020-05-06         6383         30
             Greece  2020-05-06         2642         10
              Spain  2020-05-06       221124        880
           SriLanka  2020-05-06          771         16
              Japan  2020-05-06        15354        123
          Singapore  2020-05-06        19410        632
            Bahrain  2020-05-06         3720        187
             Brazil  2020-05-06       114715       6935
            Romania  2020-05-06        13837        325
          SanMarino  2020-05-06          589          7
          Macedonia  2020-05-06         1526          8
           Cambodia  2020-05-06          122          0
            Finland  2020-05-06         5412         85
          Australia  2020-05-06         6849         24
             Canada  2020-05-06        62046       1274
            Croatia  2020-05-06         2112         11
             Norway  2020-05-06         7903         56
           Thailand  2020-05-06         2988          1
 UnitedArabEmirates  2020-05-06        15192        462
               Oman  2020-05-06         2735         98
            Denmark  2020-05-06         9821        151
        Philippines  2020-05-06         9684        199
        Netherlands  2020-05-06        41087        317
             Taiwan  2020-05-06          438          0
            Belgium  2020-05-06        50509        242
             Kuwait  2020-05-06         5804        526
             Sweden  2020-05-06        23216        495
             Israel  2020-05-06        16289         43
            Algeria  2020-05-06         4838        190
            Germany  2020-05-06       164897       1037
            Austria  2020-05-06        15586         17
             Sweden  2020-05-07        23918        702
              China  2020-05-07        83970          2
          Lithuania  2020-05-07         1428          5
        Afghanistan  2020-05-07         3392        168
            Lebanon  2020-05-07          750          9
               Oman  2020-05-07         2903        168
        Philippines  2020-05-07        10004        320
            Germany  2020-05-07       166091       1194
          SanMarino  2020-05-07          608         19
             Canada  2020-05-07        63496       1450
             Taiwan  2020-05-07          439          1
              Italy  2020-05-07       214457       1444
      UnitedKingdom  2020-05-07       201201       6211
           SriLanka  2020-05-07          797         26
               Iran  2020-05-07       101650       1680
        Switzerland  2020-05-07        29977         51
           Pakistan  2020-05-07        24073       1523
              Japan  2020-05-07        15463        109
             France  2020-05-07       137150       4183
             Russia  2020-05-07       165929      10559
           Cambodia  2020-05-07          122          0
        Netherlands  2020-05-07        41319        232
            Georgia  2020-05-07          610          6
            Vietnam  2020-05-07          271          0
            Denmark  2020-05-07         9983        162
            Bahrain  2020-05-07         3934        214
          Singapore  2020-05-07        20198        788
           Thailand  2020-05-07         2989          1
             Norway  2020-05-07         7953         50
            Croatia  2020-05-07         2119          7
          Australia  2020-05-07         6875         26
            Finland  2020-05-07         5573        161
            Romania  2020-05-07        14107        270
            Austria  2020-05-07        15651         65
 UnitedArabEmirates  2020-05-07        15738        546
             Kuwait  2020-05-07         6289        485
             Israel  2020-05-07        16310         21
          Macedonia  2020-05-07         1539         13
           Malaysia  2020-05-07         6428         45
            Algeria  2020-05-07         4997        159
              Egypt  2020-05-07         7588        387
            Belgium  2020-05-07        50781        272
       UnitedStates  2020-05-07      1228603      24128
               Iraq  2020-05-07         2480         49
              Nepal  2020-05-07           99         17
         SouthKorea  2020-05-07        10810          4
              India  2020-05-07        52952       3561
             Greece  2020-05-07         2663         21
             Brazil  2020-05-07       125218      10503
              Spain  2020-05-07       222045        921
            Germany  2020-05-08       167300       1209
              Nepal  2020-05-08          101          2
            Belgium  2020-05-08        51420        639
        Afghanistan  2020-05-08         3563        171
            Algeria  2020-05-08         5182        185
            Bahrain  2020-05-08         4199        265
          Australia  2020-05-08         6896         21
            Romania  2020-05-08        14499        392
          Macedonia  2020-05-08         1572         33
          Lithuania  2020-05-08         1433          5
             Israel  2020-05-08        16381         71
           Malaysia  2020-05-08         6467         39
             France  2020-05-08       137779        629
             Brazil  2020-05-08       135106       9888
           Pakistan  2020-05-08        25837       1764
              India  2020-05-08        56342       3390
             Greece  2020-05-08         2678         15
               Oman  2020-05-08         2958         55
         SouthKorea  2020-05-08        10822         12
 UnitedArabEmirates  2020-05-08        16240        502
       UnitedStates  2020-05-08      1256972      28369
              Egypt  2020-05-08         7981        393
             Russia  2020-05-08       177160      11231
            Georgia  2020-05-08          615          5
            Finland  2020-05-08         5673        100
            Vietnam  2020-05-08          288         17
              Japan  2020-05-08        15547         84
               Iraq  2020-05-08         2543         63
           SriLanka  2020-05-08          824         27
              Italy  2020-05-08       215858       1401
            Lebanon  2020-05-08          784         34
        Switzerland  2020-05-08        30043         66
              China  2020-05-08        83976          6
             Sweden  2020-05-08        24623        705
      UnitedKingdom  2020-05-08       206715       5514
            Austria  2020-05-08        15673         22
             Kuwait  2020-05-08         6567        278
            Denmark  2020-05-08        10083        100
          Singapore  2020-05-08        20939        741
           Thailand  2020-05-08         2992          3
             Norway  2020-05-08         7995         42
            Croatia  2020-05-08         2125          6
        Netherlands  2020-05-08        41774        455
              Spain  2020-05-08       223218       1173
           Cambodia  2020-05-08          122          0
        Philippines  2020-05-08        10343        339
               Iran  2020-05-08       103135       1485
             Canada  2020-05-08        64922       1426
          SanMarino  2020-05-08          622         14
             Taiwan  2020-05-08          440          1
             Greece  2020-05-09         2691         13
           Malaysia  2020-05-09         6535         68
      UnitedKingdom  2020-05-09       211364       4649
              Spain  2020-05-09       223961        743
          Macedonia  2020-05-09         1586         14
              Egypt  2020-05-09         8476        495
            Belgium  2020-05-09        52011        591
             Israel  2020-05-09        16436         55
            Germany  2020-05-09       168551       1251
              India  2020-05-09        59662       3320
           Cambodia  2020-05-09          122          0
        Switzerland  2020-05-09        30124         81
            Finland  2020-05-09         5738         65
          SanMarino  2020-05-09          623          1
 UnitedArabEmirates  2020-05-09        16793        553
        Netherlands  2020-05-09        42093        319
         SouthKorea  2020-05-09        10840         18
            Austria  2020-05-09        15735         62
            Denmark  2020-05-09        10218        135
            Georgia  2020-05-09          623          8
             Kuwait  2020-05-09         7208        641
             France  2020-05-09       138421        642
             Russia  2020-05-09       187859      10699
               Iraq  2020-05-09         2603         60
               Oman  2020-05-09         3112        154
            Croatia  2020-05-09         2161         36
              Italy  2020-05-09       217185       1327
            Lebanon  2020-05-09          796         12
          Australia  2020-05-09         6914         18
